slambdasl1,slambdasl2,tlambdasl1,tlambdasl2,pred,band,tested
0.001,0.001,0.001,0.001,-0.06017211128822798,9.99950320601959e-6,true
0.001,0.001,0.001,0.5,-0.055964386617301305,9.662660562050923e-5,false
0.001,0.001,0.001,1.0,-0.057716808541175016,9.136736331764194e-5,false
0.001,0.001,0.001,2.5,-0.06061953758704815,7.63378833642863e-5,false
0.001,0.001,0.001,5.0,-0.06276268527903638,5.7078385725126635e-5,false
0.001,0.001,0.001,10.0,-0.06432350234980137,3.172955580436231e-5,false
0.001,0.001,0.001,20.0,-0.06489722732889136,9.999501774782159e-6,true
0.001,0.001,0.25,0.001,-0.053464268099014556,9.128606644481808e-5,false
0.001,0.001,0.25,0.5,-0.05318563340592318,9.735650158576211e-5,false
0.001,0.001,0.25,1.0,-0.053381397320426856,9.539176536608196e-5,false
0.001,0.001,0.25,2.5,-0.053640589788346314,9.28372159856121e-5,false
0.001,0.001,0.25,5.0,-0.05377715603259586,9.169753191434532e-5,false
0.001,0.001,0.25,10.0,-0.05382034086483242,9.128965452697373e-5,false
0.001,0.001,0.25,20.0,-0.05375755792924863,9.127860808152136e-5,false
0.001,0.001,0.5,0.001,-0.05344950710462671,8.103814032888524e-5,false
0.001,0.001,0.5,0.5,-0.053246850279314244,9.442091833938451e-5,false
0.001,0.001,0.5,1.0,-0.05344635381154489,9.016700721240056e-5,false
0.001,0.001,0.5,2.5,-0.05368285849596352,8.448908308777833e-5,false
0.001,0.001,0.5,5.0,-0.0537783507384317,8.191966621159837e-5,false
0.001,0.001,0.5,10.0,-0.05376664527297531,8.102300881341464e-5,false
0.001,0.001,0.5,20.0,-0.053648774483052844,8.102062463861441e-5,false
0.001,0.001,0.75,0.001,-0.05349600532435609,7.196401237212342e-5,false
0.001,0.001,0.75,0.5,-0.05330803658258297,9.206249677541306e-5,false
0.001,0.001,0.75,1.0,-0.053522792126060585,8.586111773296656e-5,false
0.001,0.001,0.75,2.5,-0.05376711711856922,7.73254091574133e-5,false
0.001,0.001,0.75,5.0,-0.05385369338605995,7.334387582226347e-5,false
0.001,0.001,0.75,10.0,-0.053820409894389985,7.193719512536579e-5,false
0.001,0.001,0.75,20.0,-0.053673522887023296,7.193628203149466e-5,false
0.001,0.001,1.25,0.001,-0.05357746139211681,5.7086984241469666e-5,false
0.001,0.001,1.25,0.5,-0.0533912938990821,8.870172971721426e-5,false
0.001,0.001,1.25,1.0,-0.053630221607244496,7.95300053849489e-5,false
0.001,0.001,1.25,2.5,-0.053894242035996534,6.616164924699534e-5,false
0.001,0.001,1.25,5.0,-0.05397822749900353,5.9487862829261965e-5,false
0.001,0.001,1.25,10.0,-0.05392546435522339,5.7038334452779326e-5,false
0.001,0.001,1.25,20.0,-0.05374682670821834,5.703808226145203e-5,false
0.001,0.001,2.5,0.001,-0.053676705694481845,3.173308943378026e-5,false
0.001,0.001,2.5,0.5,-0.053482517350538175,8.459124264519428e-5,false
0.001,0.001,2.5,1.0,-0.0537498088163492,7.139470263336484e-5,false
0.001,0.001,2.5,2.5,-0.05404038530585825,4.9988939544167486e-5,false
0.001,0.001,2.5,5.0,-0.054126775942601874,3.715183807237143e-5,false
0.001,0.001,2.5,10.0,-0.054058100396761115,3.161558444780806e-5,false
0.001,0.001,2.5,20.0,-0.053848923792777746,3.161555417082006e-5,false
0.001,0.001,5.0,0.001,-0.05371292119790579,9.999504877533413e-6,true
0.001,0.001,5.0,0.5,-0.05351589008336229,8.287825466573414e-5,false
0.001,0.001,5.0,1.0,-0.0537935407974751,6.784333048546414e-5,false
0.001,0.001,5.0,2.5,-0.054093786848157806,4.1741490043067064e-5,false
0.001,0.001,5.0,5.0,-0.054181009353918966,2.2603083642824844e-5,false
0.001,0.001,5.0,10.0,-0.05410646275181619,9.580867769941475e-6,true
0.001,0.001,5.0,20.0,-0.05388607500649712,9.58088804222451e-6,true
