λsl1,λsl2,λtl1,λtl2,cvlogll,final_pred,final_band
0.10128488038025993,0.10675226654513281,0.45502084753506544,-0.6919844704210245,-0.5335699866855999,-0.5334788530838246,0.0004670377049826659
-1.4397069686853605,0.3808236277310444,-0.17343200897267333,-0.24836057506197176,-0.5301298633104132,-0.529927255014237,0.00045325338230135066
0.5115191197913953,0.35262038666227363,0.5632328925927821,-2.2575412292989476,-0.5337304465152964,-0.533725049052791,0.0004699516009040925
-1.3919057253755822,-0.6182632278664846,-0.733192276254452,-0.6948372680003363,-0.5266505852440969,-0.5271722756502584,0.0003260761672041096
0.7499746194334396,-2.5309988550633222,0.5732296951624556,-2.6355001676396754,-0.5337100839419749,-0.5345413559895223,0.00046528785828651846
-0.48451025032495787,-3.9729542731804885,0.07046331631730182,-2.609182467470264,-0.5324194757546603,-0.5316051675794108,0.0004465099145988771
-1.812304932107724,-2.9517064021023263,-0.45367681748575306,-3.2132499003815687,-0.5334846846514767,-0.5325412943314378,0.0004053861791319198
-1.6246021421433512,-0.6701002714349151,0.5523722928349959,-3.8614074196859187,-0.5294212044296774,-0.5307087432454701,0.00044559557757283067
-1.2717746241962748,-1.3022450474339804,0.7260483553449824,-1.0791797370500014,-0.5298930214046876,-0.5304868573498618,0.00045827984414212173
-0.830689811029218,-2.6538920812467754,0.5199663058863391,0.4419816179340428,-0.531637589832493,-0.5315682992194583,0.00046659992266606844
-1.110042107495394,-3.7099561754873136,-0.9840255228779311,0.49437941225351256,-0.5291256128861239,-0.529700748021845,0.0004578722566142928
-1.6202202283679883,-1.4828404400002886,-1.183906507608625,-0.6465675621808344,-0.5259056625204988,-0.5247098244942161,0.00021084445066923567
-1.1712896100804797,-0.12099406775519927,-1.6406131383940445,-3.2598625083480157,-0.5302287849231315,-0.5312475442746948,0.00045028626951862307
-1.9041865843310488,-1.7979301970963966,-1.0697549888102267,-0.37571390235268515,-0.5356224630649432,-0.5324901142162671,0.00037608848440159496
-1.325523617160402,-1.2527803474832995,-1.7329718881898057,-0.9566109649491388,-0.5231582270198138,-0.5223818653977815,0.0002203587984277906
-1.4118812141632253,-0.872627419389481,-1.0265267667602693,0.6754063643139094,-0.5293310597552685,-0.5301560070163064,0.00045310449919809493
-0.7223817248434152,-1.5382916468093035,-1.4505120649299676,-1.1064758647703514,-0.5268012976589876,-0.5261688914424101,0.0002769699260482879
-1.796695642274384,-1.0832148695997237,-0.7919324770607143,-1.1556609759554175,-0.5242760112410875,-0.5254987145425181,0.000276981776684869
-1.1495389461873369,-0.9062181934627449,-1.1509200488031581,-1.5760653877357433,-0.5247254149863234,-0.52425384248981,0.00020602764110962276
-1.6129368247790516,-1.552247984555739,-1.9366489545870322,-1.2736345886651863,-0.5226586445485352,-0.5232302502285324,0.00027768609627178435
-1.201006759080351,-0.28094719024245496,-1.8771088650071972,-1.2800933776202443,-0.5298594648404941,-0.5298146524239736,0.00039174101918037607
-1.6865993343202768,-0.49149717583097985,-1.9743576250942632,-2.164054916508288,-0.5320843652435642,-0.5313341987744621,0.00038050383923568434
-1.9393738730226366,0.1923269628030315,-1.9223307644792584,-1.0970304671318702,-0.5306086033506601,-0.531392981318478,0.000436855462936254
-1.6387266152590436,-0.339757508813451,-1.8894200588999508,-0.12312852911812658,-0.5286681086766913,-0.5290923265329769,0.0004164874389171241
0.6570312510001024,-3.9062226016545893,0.16920527366144136,0.6389195813322468,-0.5337377348382137,-0.533851020811786,0.00047237288934388763
-1.9645682199771761,-3.2922068071274273,-1.9399803759267877,-2.404864223950984,-0.5418675177047644,-0.5419036752778096,0.00043099126804985936
