fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
24.csv,115966,c479-052,1,0.001,0.001,0.001,0.001,-0.12067428776304863,300.1682081778,0.1,1,1,-Inf,0.0,-0.12063496182304609,9.999504797176695e-6
24.csv,115966,c479-052,2,0.001,0.001,0.001,20.0,-0.12049006822461152,300.2176711326,0.1,1,7,-Inf,0.0,-0.12045256811515606,9.999500231237152e-6
24.csv,115966,c479-052,3,0.001,0.001,5.0,0.001,-0.1183340434553313,300.15424959480004,0.42493011078352066,1,43,-Inf,0.0,-0.11831817525104003,9.999499447559799e-6
24.csv,115966,c479-052,4,0.001,0.001,5.0,20.0,-0.11825240817875944,300.16108036820003,0.4442010348378297,1,49,-Inf,0.0,-0.11823739104081506,9.9994803808151e-6
24.csv,115966,c479-052,1,0.001,20.0,0.001,0.001,-0.11712673852733099,253.86872383860003,0.46144423076784796,2,295,-0.11826426671365925,1.0049383040372859e-5,-0.1171230638028501,9.999455601370384e-6
24.csv,115966,c479-052,2,0.001,20.0,0.001,20.0,-0.11680813865298509,105.44317102240002,0.803468902186817,2,301,-0.11831914302748596,3.1749202121477626e-5,-0.11680784953550535,9.996007640525837e-6
24.csv,115966,c479-052,3,0.001,20.0,5.0,0.001,-0.11674196159410752,300.1021160308,5.0,2,337,-0.11834508696306154,1.0049383040372778e-5,-0.11674337108672106,9.98393670422787e-6
24.csv,115966,c479-052,4,0.001,20.0,5.0,20.0,-0.11675105646631559,300.1393935932,5.0,2,343,-0.11832089776293538,3.174884197184563e-5,-0.11675149475440655,9.999199980160073e-6
24.csv,115966,c479-052,1,5.0,0.001,0.001,0.001,-0.11697862493529136,300.11086386439996,0.3531997401517367,3,2059,-0.1168213012648008,3.1749202121434746e-5,-0.11697627176046801,9.99906049651157e-6
24.csv,115966,c479-052,2,5.0,0.001,0.001,20.0,-0.11668755157829849,300.22113548560003,1.3856494511004,3,2065,-0.11675600616884235,1.004938304022371e-5,-0.11668724516590535,9.83527712747605e-6
24.csv,115966,c479-052,3,5.0,0.001,5.0,0.001,-0.11660729618630687,300.1861245978,2.664526859538811,3,2101,-0.1167650078215694,1.004938304022371e-5,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,4,5.0,0.001,5.0,20.0,-0.1166534006225238,300.2229372156,2.819425473314871,3,2107,-0.11682986816746536,3.174920212143558e-5,-0.11665875000727643,9.325882810729341e-6
24.csv,115966,c479-052,1,5.0,20.0,0.001,0.001,-0.11697832369886797,279.22805928879995,0.5008948258042365,4,2353,-0.11666857499112465,3.17488419647639e-5,-0.11697695530921334,9.998489742076894e-6
24.csv,115966,c479-052,2,5.0,20.0,0.001,20.0,-0.11668942244122534,297.5688405932,5.0,4,2359,-0.11661797598543817,1.0049383015745728e-5,-0.11668962471062005,9.777796888350005e-6
24.csv,115966,c479-052,3,5.0,20.0,5.0,0.001,-0.11663956834383676,80.0122783772,1.3573371215165575,4,2395,-0.11666361678910267,1.004938301574581e-5,-0.11663933423204154,8.825085894201144e-6
24.csv,115966,c479-052,4,5.0,20.0,5.0,20.0,-0.11663787200297103,105.340172072,1.4249638749461397,4,2401,-0.11666653398053481,3.17488419647639e-5,-0.11663769891172397,6.622064718481241e-6
24.csv,115966,c479-052,1,2.5,0.001,2.5,0.001,-0.11669929128503483,300.1843892954,2.423809357735031,5,1751,-0.11669184832518512,4.280061057168059e-5,-0.11670264516057238,9.415483004250865e-6
24.csv,115966,c479-052,2,5.0,0.001,5.0,0.001,-0.1165878587279487,300.1685580418,2.8257732552085955,5,2101,-0.11661563127335646,1.004938301559658e-5,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,3,5.0,20.0,5.0,20.0,-0.11663787200297103,104.9468808896,1.4249638749461397,5,2401,-0.11664588827492672,1.0049383015596496e-5,-0.11663769891172397,6.622064718481241e-6
24.csv,115966,c479-052,4,5.0,10.0,5.0,20.0,-0.11663782028952745,92.2211384494,1.912687611623424,5,2352,-0.11668305070374571,3.1749202114354445e-5,-0.11663742484066064,6.765812569469472e-6
24.csv,115966,c479-052,1,5.0,0.001,5.0,0.001,-0.11660870364232817,300.18487306779997,2.8257732552085955,6,2101,-0.11659669837626539,9.834618699635516e-6,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,2,2.5,20.0,5.0,0.001,-0.11663790250562799,87.71347131360001,3.4226020117079288,6,2052,-0.11667493645902843,3.1748841945872675e-5,-0.1166424559952423,7.851567521680632e-6
24.csv,115966,c479-052,3,5.0,0.001,2.5,0.001,-0.11663827715739496,300.2414971476,3.4191758071805554,6,2094,-0.11664666778221458,2.304757121916139e-5,-0.11664511147385766,6.35739653493043e-6
24.csv,115966,c479-052,4,5.0,20.0,2.5,20.0,-0.11663782029433478,110.305249305,1.7254146588910177,6,2394,-0.11667028417497735,3.163136526768912e-5,-0.11663806381420284,7.473758013190046e-6
24.csv,115966,c479-052,1,5.0,0.001,5.0,0.001,-0.11663794111306805,300.15033375660005,2.2399857210621503,7,2101,-0.11661443439334161,9.629692633916381e-6,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,2,2.5,10.0,5.0,0.001,-0.11663785484367159,66.37110806540001,1.1480067176180924,7,2003,-0.11666559466046122,3.1631723816965236e-5,-0.11663681292480271,6.953405255377565e-6
24.csv,115966,c479-052,3,5.0,10.0,5.0,20.0,-0.11663782028952745,91.456679542,1.912687611623424,7,2352,-0.11664036364409967,9.629700553678213e-6,-0.11663742484066064,6.765812569469472e-6
24.csv,115966,c479-052,4,2.5,20.0,5.0,20.0,-0.11663790635144779,89.617323771,1.200663782923877,7,2058,-0.11666287885172853,3.153134449656687e-5,-0.11663962349576618,7.7403092413111e-6
24.csv,115966,c479-052,1,2.5,10.0,5.0,20.0,-0.11663806920278198,79.393280557,2.006838071266622,8,2009,-0.1166436576254418,1.7088215160062123e-5,-0.11663974560255355,6.590265420909601e-6
24.csv,115966,c479-052,2,2.5,10.0,2.5,20.0,-0.11663801429762373,98.69978045639999,1.7643858963843813,8,2002,-0.11664803132557612,2.517725647789356e-5,-0.11663618635850036,6.566225426151659e-6
24.csv,115966,c479-052,3,5.0,0.001,5.0,0.001,-0.11656134879961269,300.1829285576,2.8257732552085955,8,2101,-0.11664061563247238,9.629692626584132e-6,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,4,5.0,0.001,1.25,20.0,-0.116612970968699,300.2680943898,2.8027332691963625,8,2093,-0.11673217175972422,5.709574200655695e-5,-0.11666359579910349,6.560352959734669e-6
24.csv,115966,c479-052,1,1.25,0.001,1.25,20.0,-0.11665444620114462,300.1923548464,2.815413033436228,9,1407,-0.11669522954963643,5.708453302297452e-5,-0.11665647688280506,8.279712529217689e-6
24.csv,115966,c479-052,2,5.0,0.001,5.0,0.001,-0.11658456799939293,300.308927744,2.9296370342314466,9,2101,-0.11657075767274157,9.629692625618972e-6,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,3,5.0,0.001,2.5,10.0,-0.11663712932086161,300.2491011674,2.8436292958718448,9,2099,-0.11663763544508796,3.176008673196142e-5,-0.11664662004408255,7.233230059888494e-6
24.csv,115966,c479-052,4,5.0,0.001,1.25,20.0,-0.11661586900318065,300.34418690919995,3.2605432861688066,9,2093,-0.11661623181674222,9.94806107088248e-6,-0.11666359579910349,6.560352959734669e-6
24.csv,115966,c479-052,1,5.0,0.001,5.0,0.001,-0.1166206458581333,300.156490635,3.115777044530175,10,2101,-0.11659162219413156,9.629692625556522e-6,-0.1166352487282244,9.02638298712665e-6
24.csv,115966,c479-052,2,5.0,0.001,1.25,10.0,-0.11664009787699584,300.27041088240003,2.636410339390877,10,2092,-0.11663452417730225,1.5517568885907983e-5,-0.11664437414664197,5.918275929562081e-6
24.csv,115966,c479-052,3,2.5,0.001,1.25,20.0,-0.11663959463405409,300.2656328296,2.1907219511054534,10,1750,-0.11661955454614485,1.0028871931223676e-5,-0.11664541628529605,6.411523404334928e-6
24.csv,115966,c479-052,4,5.0,0.001,1.25,20.0,-0.1166089544835292,300.28558436540004,2.151329258427344,10,2093,-0.11661790931950122,9.739186191885709e-6,-0.11666359579910349,6.560352959734669e-6
24.csv,115966,c479-052,1,5.0,20.0,5.0,10.0,-0.1166378160646361,104.6223663466,2.0622988145729053,11,2400,-0.11665297146685509,3.117619082479335e-5,-0.1166370885207115,6.586913860323334e-6
