λsl1,λsl2,λtl1,λtl2,cvlogll,final_pred,final_band
0.2587664967835863,-3.3273684995538417,0.48607801793383043,0.13307079729172952,-0.2998995924759543,-0.29995975472425745,0.001345177835699672
-1.2560942178160597,-1.8425200475579957,-1.0514204256889512,-1.51106988927934,-0.27302106278769445,-0.2610292315698039,0.0006436347154059825
-1.4756021080874033,-3.3048173897959394,-0.6084216069123931,-2.729571288261363,-0.2834308666579087,-0.2608347591083302,0.0008153472869099705
-1.5769288672921153,-0.019735902279780528,-1.247968486500447,-0.04915024248904441,-0.3016204568066125,-0.3016537406068288,0.001248687443074443
-1.270003665336216,-2.152718258948818,-1.443822148290855,-1.820570420403243,-0.27220943760934435,-0.254055911211641,0.0003922998967068648
-1.7934308761719473,0.16869683365541735,-0.9209685678260753,-0.44666159583919773,-0.30285399893300713,-0.3023839367440966,0.0012593447607329548
-0.6923882340714829,0.0923154793510159,-0.9361287572937971,-2.6334279942568637,-0.2790223344079452,-0.28122675446859197,0.0012065610159355633
-1.8902222689820802,-3.377588007884404,-1.8875616368387294,-2.6577029076352634,-0.2844862907962665,-0.27633309307959714,0.001073169224274729
-1.3010534437870618,-3.4604734098811627,-1.2681594327041952,-1.2397078483874315,-0.2532643453096425,-0.252427032416939,0.00034700294867439176
-0.9989646725401713,-2.321230710431111,-1.9467795809452402,-1.6186503419632183,-0.2547855308076572,-0.2610591291843768,0.0007360852080226839
0.2229301132956172,-1.6528911599245069,-0.5807589293617945,-1.3952834809205594,-0.28283438854843773,-0.2878520939481651,0.0012668552649547295
-0.23244105584775035,-2.974267980661134,-0.20426565172336872,-2.16509832154396,-0.2827866071878596,-0.2958180069744265,0.0011570704535966323
-0.2392822111735684,-3.119685161865435,-1.8227281294886295,-0.947420725604518,-0.2798794428633742,-0.27929209359243223,0.0011544840865640926
-0.0036610707563811294,-2.1761372529347436,-1.9528935949662494,-0.2955156539473327,-0.2809167085577534,-0.2812798788860564,0.0012636554558027183
-1.6644567739948215,-3.3172045645004657,-1.7239530868237862,-1.1326102982612842,-0.25546285497053595,-0.2587693564707073,0.0004777230779229078
-1.4045863048916774,-2.7132290492613738,-1.6857403935159512,0.3899486804243697,-0.2710925017359742,-0.2715752890127957,0.0011780408367858119
-1.6738058169273824,-3.9270849672317922,-1.550424699392085,0.23721993607013656,-0.2723751445634147,-0.27249848566595347,0.0011929137375002964
-1.555867325387159,-3.1142772820938713,-1.7826420439915456,-0.08045810441473566,-0.26923765431254376,-0.2654516445230949,0.000761165182236832
-1.729742955351348,-3.3449033717150694,-0.7579217980536266,-0.8625731283461944,-0.2550802585347359,-0.2559943494840934,0.00038311635190374624
-1.9734812204145453,-3.8713750021738544,-1.3243799202275142,-1.2875962810211332,-0.2700244662858304,-0.2641693489478254,0.0007478355944563226
-1.6802167926247034,-3.8782480622764757,-0.037641510749006,0.5049968050430591,-0.2837578204927601,-0.28479347402486255,0.0013040049661293927
0.6152727971444847,-2.044601979074498,-1.7902692071581292,-2.941506661968933,-0.30097303214369175,-0.3024140731555163,0.0013241473070285162
-0.3574586755762974,-0.23315107792046683,-1.9532165780901667,-2.3638347993918876,-0.28417813616022897,-0.2832406472074272,0.001294923585560741
-1.8989521189275982,-3.8928774177605705,-1.8175507218703129,-0.7701324196485926,-0.2639372642827388,-0.2688384720739263,0.0009342278484600222
-1.443550908978374,-3.1395816766542404,-0.9149574754059024,-1.308133414632318,-0.24739424358566148,-0.24917804924709536,0.00024373516431507863
-1.6749520092912065,-2.0643124747819024,-1.1866173199902945,-1.2089985601117172,-0.2571719748719326,-0.25872007056394364,0.0005054055532347363
-0.7529727319711987,-2.187641505842046,-1.8205580182846308,-0.933739138467232,-0.27209506096506775,-0.26910893608204434,0.0008175727060185662
-1.2581676526688967,-3.058313249594696,-1.4265863885121481,-1.00489404632724,-0.2513026503733293,-0.25500289150394384,0.0003753971669529252
-1.6163885610143474,-2.7137582461248697,-1.1590933727730504,-1.0758983308385703,-0.25608174066293277,-0.2521890072504708,0.00028846746192914043
-1.0224342756219358,0.6072717654441915,-0.3073418729115567,-3.306770947194502,-0.2858766464191613,-0.2850217186767173,0.0013059804320989861
-1.7740159183867217,-3.038817615236815,-0.6599277782742323,-0.45703391959642703,-0.261392189569532,-0.2651360722749151,0.0005769174967749574
-1.535611898099492,-2.7628581149551037,-0.012534609382391912,-0.9811206651080484,-0.28268543770082444,-0.27807502010220175,0.0009052946983378495
-0.7060288124626624,-3.171710744847874,-0.9618773787106878,-1.5184419395569875,-0.27873182077525505,-0.2664384816111371,0.0006711926040637878
-1.980052548116993,-2.783473888787931,-0.021826483831932655,-0.40148248757888405,-0.28248758405970287,-0.27916066684542207,0.00108497712235239
0.6406896794926227,-0.48807034295598184,-0.28208417983548806,-2.660973127090633,-0.29214186468504166,-0.2912017515640572,0.0013337807228297849
-1.6007841601658321,-3.406402771670856,-0.7133101227646241,-1.3679841824576053,-0.24725776066722208,-0.25151686108971044,0.000320761580321146
-1.8187752402896522,-2.7466471850339356,-0.6266066916243163,-0.6786884515619325,-0.2512726414734562,-0.2613064447490042,0.0005126334856594284
-1.1025406415300507,-2.8838933020426,-1.1492909315393725,-1.18339882611521,-0.2546666592075477,-0.2561879314049559,0.0003760666010969654
-1.373686564396332,-2.7993417671326335,-0.8378313245119,-1.404194304823859,-0.24797198754797237,-0.24990053771006907,0.0002780792046207153
-1.5548595349739855,-2.355816576078108,-1.9416659063403692,-1.060483763315868,-0.26382235771337775,-0.2638064512608242,0.0005674638473175833
-1.5631524577114857,-3.514288014414974,-0.27428510747553475,-1.6767132442677015,-0.2713261910885412,-0.2671372835494224,0.0008005416430690565
-1.68585117244115,-1.6818175178667438,-1.9939813827973798,-0.7902609870942134,-0.2703975350192396,-0.2725190234984022,0.0011051464218265394
-1.4769611140517347,-3.0021435950009616,-1.150306524688568,-1.504177763392172,-0.24409767919142275,-0.24600458490262295,0.00020548630921304257
-1.4438106162815452,-0.7344009066532373,-1.8620350423457563,-3.973553223497387,-0.27452690618251535,-0.27301317568802985,0.0012458693249959487
-1.6795585547799181,-2.4911962327534924,-1.8153744169440447,-0.49715046974078936,-0.26011439977368467,-0.2648937867038565,0.0006776803688585639
-1.6012922867409762,-2.4077916856362735,-1.5495349615238982,-1.1851789932931558,-0.255324447794368,-0.258184297458988,0.0003361049837154984
-1.6039240895215068,-3.7790624913241606,-1.1665124330441343,-0.8902624364430638,-0.254801299607838,-0.25815775439825467,0.000507938044481156
-1.5365359290291678,-2.6949848397381806,-0.8563957524952581,-1.4050344304981266,-0.24302968663783697,-0.24782842779024628,0.00024544949713955745
-1.0324560119838349,-2.6063889934759006,-1.0171248272521327,-1.0859047668702297,-0.26629270823058665,-0.26241148120443236,0.0005484492540868892
-1.4328130085453308,-2.9814288791378543,-1.3742689918227127,-1.7960478998570735,-0.2444336685888167,-0.2461661397396089,0.00024797049957883595
-1.8205662045500446,-3.6932365927155177,-1.4420887447560118,-1.6988297045975815,-0.25766020958847624,-0.26027967091228627,0.0006028190282344929
0.738108358738558,-0.37798458910128474,0.6176707552725067,-0.5326674489648533,-0.28803486870467915,-0.2875868334683278,0.0013499603277107172
-1.9898372077326214,-2.264843351874225,-0.7926139374617773,-1.4131382973883753,-0.24769488672652756,-0.2531961284125552,0.0005068231807674184
-1.546280018108747,-3.768635300133061,-1.1286082346019932,-1.2287422549876847,-0.2482515368535146,-0.2545795337831963,0.0004631377877316465
-1.2637322851643031,-2.7102753535925572,-1.7979874637193851,-1.4671819377386504,-0.24685843979258237,-0.25489670946600806,0.0004365920179436739
-1.8375283396364899,-3.463193944089322,-0.7647433859130481,-0.4489382494166363,-0.26468595516920007,-0.26436366424927277,0.0006429630755934565
-1.3896627777837156,-2.7694877434639995,-1.7323521058089457,-0.8581263170104325,-0.2577395259325145,-0.25790086205331086,0.0004674554554559664
-1.6614864232223419,-3.443816557354647,-0.9968123852638611,-0.9415818235709206,-0.25576968885310797,-0.2543720197167028,0.0003215716250677431
-1.9113033781347495,-2.251080158260696,-1.045202948527761,-1.9421678785077479,-0.2565355458687637,-0.25081520823424996,0.00035105137876039497
-1.965374005278015,-3.004915883706643,-1.638641229517373,-0.5657267132990231,-0.2670584775900827,-0.2686483737740157,0.0007544898811383797
-1.8411667709468513,-2.4090130498523874,-1.8943630422957543,-1.6318220132323642,-0.27860063661889156,-0.274433146252831,0.0007821984702898223
-0.8889357048955482,-2.577771564455746,-1.478788838901891,-1.8148122160187898,-0.2608467459188849,-0.25717396538556014,0.00045138489454215133
-1.9243651884624662,-3.1414376833212003,-0.7112013303470639,-1.567271145030528,-0.24159798761533408,-0.24846031070263966,0.0003790675374430069
-1.74030983666343,-2.406107946264503,-1.0418052901226518,-2.1256657122799276,-0.24996525075693823,-0.24507537953697128,0.00023072886598139242
-1.8348173609495901,-3.5070955092591354,-1.788003889101475,-0.9425205386179178,-0.2664827523598454,-0.2656089114315502,0.0006267974186678079
-1.2877168291842214,-3.3997134758240457,-1.3269016675126468,-0.4682370179534403,-0.2618497776127436,-0.26491118340128045,0.000689595721563451
-1.4250853991984516,-3.2459366658083093,-0.6840434110829583,-1.2315203136884794,-0.2545847887679505,-0.25418010410967457,0.0003602039182697574
-1.3779673415205305,-2.497901046560128,-0.974949056980412,-1.441631712010789,-0.24759725132090676,-0.25026958815103695,0.00028520734781489667
