fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,cv_logll_std,time,alpha,gen,prev_pred,prev_sd,prim_norm,dual_norm,steps,final_pred,final_sd
02.csv,32737,c460-001,"1, 2, 3, 4, 5",0.025437415013997506,0.0008276243383494725,0.3512126424343942,0.007523666064109972,-0.252854864199215,0.00733028373187242,1201.4761850684,0.033685673471663624,1,-Inf,0.0,0.3866642804784829,0.04264600557847209,1355.4,-0.27988828538374005,0.006622545110584908
02.csv,32737,c460-001,"6, 7, 8, 9, 10",2.4448586373626853,0.7821477912510372,0.21086031107111963,0.00018221307192853523,-0.2886543976627116,0.007443930219891928,1201.6689393698002,0.06358347264931356,1,-Inf,0.0,0.020390428241996973,0.033597912391822936,1379.0,-0.2621146416975929,0.01445791308835684
02.csv,32737,c460-001,"11, 12, 13, 14, 15",2.3554883834793383,0.28611788547662054,0.44529778565329065,0.0007919058029665086,-0.276437963630662,0.00984585897998518,1201.6073427832002,0.05159290042168192,1,-Inf,0.0,0.02543078372012113,0.028324688039535896,1434.0,-0.26125519143990444,0.01419533144601041
02.csv,32737,c460-001,"16, 17, 18, 19, 20",0.04208803588038458,0.37816992466037885,0.013163724732227608,0.16908963409508315,-0.2667443058372464,0.012434393944302695,1201.5834824428,0.03125,1,-Inf,0.0,0.6427998082244787,0.02958993584162098,1403.2,-0.28036632216834845,0.006805121275974439
02.csv,32737,c460-001,"21, 22, 23, 24, 25",0.04210543069459017,0.006300704654424161,0.7246722480194774,0.0017084967874843326,-0.26738296227109554,0.008816395331398124,1201.522953723,0.03125,1,-Inf,0.0,0.702218880356583,0.028446551076824367,1411.2,-0.2798101395844932,0.007138331694622434
02.csv,32737,c460-001,"26, 27, 28, 29, 30",0.05662419244857655,0.01119544174042271,3.9369817247259236,4.318758445119578,-0.2792842441943735,0.00973535634373228,1201.6479320276,0.05780315695392142,1,-Inf,0.0,0.02420537748403772,0.02956812921531632,1382.2,-0.2380718848716766,0.017445911129925752
02.csv,32737,c460-001,"1, 2, 3, 4, 5",1.9644457883449882,0.000420358746168314,0.17003027504951151,0.0020829716722555345,-0.26178814138708945,0.013604627894906914,1201.3633234331999,0.03589121269282487,2,-0.26073039589995073,0.010052461666732447,0.04060729372705028,0.021912144378350547,1501.8,-0.26541624988705126,0.01269909837533196
02.csv,32737,c460-001,"6, 7, 8, 9, 10",0.022238855551000372,0.0003198725118802328,0.026714520193843818,0.010332395999636437,-0.23040565124351944,0.02234059529929532,1201.5238006417999,0.03125,2,-0.25222456703424934,0.006895176813866112,0.8377676999530097,0.04350070781065811,1568.0,-0.27918589505459523,0.006405211631447646
02.csv,32737,c460-001,"11, 12, 13, 14, 15",0.024905420408301,0.006499945657513224,2.2000312076795803,0.025069075866857814,-0.2633510686408266,0.007715548616954385,1201.5158187388,0.04342836735831811,2,-0.2643950675446373,0.0061733905088552,0.04062777030624342,0.022566472105995283,1523.8,-0.26752746113275716,0.013189978005616035
02.csv,32737,c460-001,"16, 17, 18, 19, 20",0.5624991740276496,0.0001139270751239755,0.024492574714590036,0.2007911495685919,-0.2544992152298707,0.006881687933847277,1201.0657953652,0.03125,2,-0.2602903216428197,0.010871435921639576,0.1759084915912193,0.018814454431028284,1558.2,-0.27918376071946077,0.007774086339477348
02.csv,32737,c460-001,"21, 22, 23, 24, 25",0.018574708610582823,0.0010682100020565465,0.23558053974924473,0.008414374938898881,-0.2251440062855658,0.018937166436705344,1201.198248754,0.03125,2,-0.253979911433087,0.0024163648199414397,1.1139017797064175,0.0335125777076094,1490.2,-0.2796950332459477,0.00653154502482959
