fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,cv_logll_std,time,alpha,gen,prev_pred,prev_sd,prim_norm,dual_norm,steps,final_pred,final_sd
30.csv,191340,c460-102,"1, 2, 3, 4, 5",0.31858390325379454,5.469924027636369,2.1086726706968024,0.004617856156242924,-0.6524602263821404,0.0016331295521155157,1202.5727068306,0.4987656053245531,1,-Inf,0.0,0.01836759444002759,0.06988371931089324,1427.2,-0.5971339021059042,0.029999572948793934
30.csv,191340,c460-102,"6, 7, 8, 9, 10",0.02596998442494189,0.059910545451944304,0.15422132977786418,0.0008069582132508018,-0.6401803354811746,0.0051246998518474345,1202.4759043086,0.11264200039009062,1,-Inf,0.0,0.09262123899302799,0.04266742840491738,1358.2,-0.6562385784474895,0.011424743263220108
30.csv,191340,c460-102,"11, 12, 13, 14, 15",3.855064824709576,0.017986833123858636,0.06040351600694521,0.00222510635929994,-0.5970420715547308,0.008126148110672797,1202.5096988678001,0.9186040107329028,1,-Inf,0.0,0.06605377508548589,0.7237356695405841,1417.2,-0.5728766935844039,0.028666584702552036
30.csv,191340,c460-102,"16, 17, 18, 19, 20",0.05138208006741263,0.012736862072203795,2.348410633764159,3.382234211975559,-0.6547279932910486,0.0027265843407188054,1202.3933256218,0.3747299814609715,1,-Inf,0.0,0.050532861077206406,0.05393439308842253,1388.0,-0.6075573465279367,0.029767331806572806
30.csv,191340,c460-102,"21, 22, 23, 24, 25",0.33694669401677924,0.20067115019092036,0.14504340491149637,0.030982299720507228,-0.6566753733511315,0.0007007779349000501,1202.439945341,0.32780838858506933,1,-Inf,0.0,0.017882095135223822,0.023712229047696105,1413.0,-0.6491507728669529,0.010926086274842697
30.csv,191340,c460-102,"26, 27, 28, 29, 30",0.17356884933368716,0.0035059354969066412,0.16064710561686837,0.00012032493550752138,-0.6546927339859236,0.002021228476232439,1202.3880893994,0.2414581315722141,1,-Inf,0.0,0.020329846804426094,0.020149317610274338,1393.8,-0.6539159480339165,0.010971520476803455
30.csv,191340,c460-102,"1, 2, 3, 4, 5",5.040742266663272,0.000414686389983677,0.011377703018665147,0.017645194015797276,-0.5617421937238702,0.005842855032244571,1201.7882688076002,2.590654512144688,2,-0.6138166180032756,0.019157478278826714,0.155228790256467,1.2152433029940235,1484.2,-0.5862522873020437,0.02987673962534157
30.csv,191340,c460-102,"6, 7, 8, 9, 10",2.6245792894192914,0.0019287532994737874,0.012091128799267834,0.001340024444224896,-0.6049718458967739,0.008865760325706892,1202.017699516,0.7798566408489075,2,-0.608017677759299,0.01302545763159675,0.07530092561098625,0.6064160863587158,1506.6,-0.5684531994485266,0.022986333483920804
30.csv,191340,c460-102,"11, 12, 13, 14, 15",3.7985131411731845,0.003308270579817115,0.014085230127174374,0.179575794426963,-0.5698787921495101,0.006197847433123558,1201.7872554412,1.3278641206704584,2,-0.6245588168883504,0.018939628514246663,0.10139027266215724,1.0669468289065798,1406.0,-0.5711376961780064,0.028521019685440917
30.csv,191340,c460-102,"16, 17, 18, 19, 20",3.6201354538027166,1.0112660187798477,0.02523620350755299,0.0002536801341216614,-0.6073661355079436,0.006002864941833299,1201.6985814498,0.7591768683742998,2,-0.6179592649722715,0.018562657589656268,0.048828374160672705,0.5796023551278833,1473.4,-0.5792906928697246,0.028429770415529697
