fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
23.csv,115965,c479-052,1,0.001,0.001,0.001,0.001,-0.11816591955234222,300.1407571232,0.1,1,1,-Inf,0.0,-0.11811514593095024,9.999504896340875e-6
23.csv,115965,c479-052,2,0.001,0.001,0.001,20.0,-0.11660365708221945,300.163297055,0.1,1,7,-Inf,0.0,-0.11656852562515374,9.999501706090735e-6
23.csv,115965,c479-052,3,0.001,0.001,5.0,0.001,-0.1146846178361544,300.1161474284,0.4207152798919628,1,43,-Inf,0.0,-0.11466871699595813,9.999496622717558e-6
23.csv,115965,c479-052,4,0.001,0.001,5.0,20.0,-0.11451695999267743,300.1285036688,0.44148052047169273,1,49,-Inf,0.0,-0.11450274148781643,9.999413515291336e-6
23.csv,115965,c479-052,1,0.001,20.0,0.001,0.001,-0.11357123671252704,236.72905635440003,0.3872830414545748,2,295,-0.1145317203880547,1.0049383040372859e-5,-0.11356642869403791,9.999503996364881e-6
23.csv,115965,c479-052,2,0.001,20.0,0.001,20.0,-0.1131851439641584,110.5463530744,1.486951985427405,2,301,-0.11460117962046094,3.174884197184563e-5,-0.11318540438514689,9.997913755929333e-6
23.csv,115965,c479-052,3,0.001,20.0,5.0,0.001,-0.11315493978176347,300.10945862520003,5.0,2,337,-0.11460005811137995,3.1749202121477626e-5,-0.11315575924410261,9.99021870712279e-6
23.csv,115965,c479-052,4,0.001,20.0,5.0,20.0,-0.11309183850911578,300.1154920834,5.0,2,343,-0.114666268945775,4.2800853255159504e-5,-0.11309264987312476,9.99422242624553e-6
23.csv,115965,c479-052,1,5.0,0.001,0.001,0.001,-0.1134770190019101,300.2026598434,0.4054929652371821,3,2059,-0.1131071255957069,1.004938304022371e-5,-0.11347322273045389,9.99935428116421e-6
23.csv,115965,c479-052,2,5.0,0.001,0.001,20.0,-0.1130748890428347,300.21451635100004,1.1822371837916414,3,2065,-0.11317795316836222,3.174920212143555e-5,-0.1130752513523723,9.955941246621885e-6
23.csv,115965,c479-052,3,5.0,0.001,5.0,0.001,-0.11304169508690869,300.0976607312,1.1601383557918683,3,2101,-0.11317816151996703,3.174920212143558e-5,-0.11303818476306206,9.739726949545024e-6
23.csv,115965,c479-052,4,5.0,0.001,5.0,20.0,-0.11277775011960597,300.20092840300003,0.8613611202147566,3,2107,-0.11316959867700252,1.004938304022371e-5,-0.11305214491950885,7.508851010446117e-6
23.csv,115965,c479-052,1,5.0,20.0,0.001,0.001,-0.11345788320227745,300.18801442,0.1,4,2353,-0.11279108767724866,1.004938301574581e-5,-0.11345410943658092,9.999047379279657e-6
23.csv,115965,c479-052,2,5.0,20.0,0.001,20.0,-0.11307406179028644,294.8929991508,4.56016668571281,4,2359,-0.11285366840283764,3.1748841964764315e-5,-0.11307449109220066,9.977771654205546e-6
23.csv,115965,c479-052,3,5.0,20.0,5.0,0.001,-0.11298149034634411,95.303051311,1.7978908010848216,4,2395,-0.11285149691005307,3.1748841964764315e-5,-0.11298124501618878,7.726347703421943e-6
23.csv,115965,c479-052,4,5.0,20.0,5.0,20.0,-0.11298171959470979,79.3086670926,1.3179636983702498,4,2401,-0.11285289364929797,3.174920211439715e-5,-0.11298324167450384,7.973309723933671e-6
23.csv,115965,c479-052,1,5.0,0.001,5.0,20.0,-0.11285999785137223,300.19493703620003,0.93949216988833,5,2107,-0.11278862015612802,1.004938301559658e-5,-0.11305214491950885,7.508851010446117e-6
23.csv,115965,c479-052,2,5.0,0.001,2.5,20.0,-0.11295606635592569,300.21115662179994,1.2251246363053325,5,2100,-0.11283792622295938,3.174884196472143e-5,-0.11304901213066744,8.502274155845897e-6
23.csv,115965,c479-052,3,5.0,0.001,5.0,10.0,-0.11291734661041787,300.327029101,1.1086328855968364,5,2106,-0.11283898894768998,3.1749202114354215e-5,-0.1130056632354644,6.081198655994772e-6
23.csv,115965,c479-052,4,2.5,0.001,5.0,10.0,-0.1129772473142468,300.3456927474,1.0930650876237353,5,1763,-0.11288805782575617,4.280085325035931e-5,-0.11300845755897584,5.644483839618884e-6
23.csv,115965,c479-052,1,5.0,0.001,5.0,20.0,-0.11305100063791267,300.21107955819997,0.880319381262758,6,2107,-0.11287327740798067,9.262042528479631e-6,-0.11305214491950885,7.508851010446117e-6
23.csv,115965,c479-052,2,2.5,0.001,5.0,20.0,-0.11306321580181881,300.2791327654,0.9822093218973486,6,1764,-0.11293104213416227,1.7022809614761697e-5,-0.11305841749232791,8.112868228867639e-6
23.csv,115965,c479-052,3,5.0,0.001,5.0,10.0,-0.11290980640018136,300.21063726079996,0.9658913852926879,6,2106,-0.11291857128876304,9.262042491178082e-6,-0.1130056632354644,6.081198655994772e-6
23.csv,115965,c479-052,4,5.0,0.001,2.5,20.0,-0.11305378159552716,300.2163119948,1.703964328820767,6,2100,-0.11295150205956665,9.629665876785465e-6,-0.11304901213066744,8.502274155845897e-6
23.csv,115965,c479-052,1,5.0,0.001,5.0,5.0,-0.11290667620308689,300.1878787622,1.2408920378272206,7,2105,-0.11288989094577542,2.0071913023770305e-5,-0.11299422228846637,5.766125367872627e-6
23.csv,115965,c479-052,2,5.0,0.001,5.0,2.5,-0.11290058321294495,300.2592327392,0.8721466114164776,7,2104,-0.11292516367469536,3.920043764467637e-5,-0.11301915012460018,7.402948183790716e-6
23.csv,115965,c479-052,3,5.0,0.001,5.0,10.0,-0.11304032400051536,300.1887114674,1.0859677420969374,7,2106,-0.1129300569717512,8.707962945306973e-6,-0.1130056632354644,6.081198655994772e-6
23.csv,115965,c479-052,4,5.0,0.001,2.5,5.0,-0.11298953352186043,300.192448113,1.6243968893865148,7,2098,-0.11291565892698191,2.8188277230757128e-5,-0.11300665157558837,7.489961541907424e-6
23.csv,115965,c479-052,1,5.0,0.001,5.0,2.5,-0.11307562543588418,300.17331387260003,0.4713717439103144,8,2104,-0.11290306445402751,9.11994448011342e-6,-0.11301915012460018,7.402948183790716e-6
23.csv,115965,c479-052,2,2.5,0.001,5.0,2.5,-0.11298272509865646,300.2822101692,0.5811813274879531,8,1761,-0.11289479882818611,2.1367226485929292e-5,-0.11300317411687687,6.0946943302565526e-6
23.csv,115965,c479-052,3,2.5,0.001,5.0,1.0,-0.11304428243976351,300.2178259152,1.8906141429975505,8,1760,-0.11292165733381244,3.671698128319903e-5,-0.11305451096620595,9.109835371432209e-6
23.csv,115965,c479-052,4,5.0,10.0,5.0,5.0,-0.11298174232818839,64.3809324996,1.5314787822287073,8,2350,-0.11309184360622353,6.227205287886328e-5,-0.11298375305682326,6.80821834383202e-6
23.csv,115965,c479-052,1,2.5,0.001,5.0,5.0,-0.11303680827583391,300.24834832420004,1.0117597096744089,9,1762,-0.1129536014182097,8.307220461698912e-6,-0.11298870831616066,5.458487863641259e-6
23.csv,115965,c479-052,2,1.25,0.001,2.5,5.0,-0.11298460612400911,300.1856301814,0.6470427157649045,9,1412,-0.11297701766469057,2.6810190489989263e-5,-0.11301646914162278,7.244671187596399e-6
23.csv,115965,c479-052,3,5.0,20.0,5.0,10.0,-0.11298161159207794,78.7795130648,1.1446252318200765,9,2400,-0.11296583710562093,1.7680688496528764e-5,-0.11298160478238886,6.448389345733604e-6
23.csv,115965,c479-052,4,2.5,0.001,2.5,5.0,-0.11305185817352026,300.2409616156,1.0837544967337915,9,1755,-0.1129599122198814,1.4997177904714371e-5,-0.11300998370131098,6.153124131848842e-6
23.csv,115965,c479-052,1,0.5,20.0,1.25,0.001,-0.11299934881229617,164.94538806719999,4.928642217876013,10,1009,-0.11318387993034304,8.75416340247736e-5,-0.1130015168765428,8.175380124798648e-6
23.csv,115965,c479-052,2,5.0,10.0,5.0,10.0,-0.11298171994817154,66.3539667624,1.57393341333064,10,2351,-0.11296515384673714,1.7359798854077782e-5,-0.11298206710340884,5.883208440050441e-6
23.csv,115965,c479-052,3,5.0,10.0,2.5,20.0,-0.1129817321781263,78.44930072560001,1.8703616701070118,10,2345,-0.11299535107506935,3.91059519875367e-5,-0.11298050544147166,6.545329258205206e-6
23.csv,115965,c479-052,4,5.0,10.0,2.5,10.0,-0.11298173374479074,72.1129019622,1.673733992572145,10,2344,-0.11298410082654495,3.449648923631032e-5,-0.11297997349958079,5.481219695694437e-6
23.csv,115965,c479-052,1,0.75,20.0,5.0,0.001,-0.11298468322186886,159.11767790000005,4.835427720937794,11,1366,-0.11298861875132557,4.7545301981509886e-5,-0.1129852103317589,7.512756292769746e-6
23.csv,115965,c479-052,2,1.25,2.5,1.25,0.001,-0.1129926711041542,83.1841906078,0.5981615650770167,11,1548,-0.11310017325804432,7.852761742794439e-5,-0.11299417209882949,7.333153803182567e-6
23.csv,115965,c479-052,3,1.25,10.0,2.5,0.001,-0.1129846558808284,92.201195852,1.2915592969005114,11,1653,-0.11297190218485269,3.917712251233888e-5,-0.11298441040596316,5.742355233686444e-6
23.csv,115965,c479-052,4,5.0,20.0,5.0,10.0,-0.11298161159207794,82.42886872000001,1.1446252318200765,11,2400,-0.11297945272493544,8.515937239853051e-6,-0.11298160478238886,6.448389345733604e-6
23.csv,115965,c479-052,1,0.75,10.0,2.5,0.001,-0.11299184817157966,131.4274360252,2.3449275522817676,12,1310,-0.11298284750954275,1.317268358213809e-5,-0.11298822323340256,5.735036806440104e-6
23.csv,115965,c479-052,2,0.75,5.0,5.0,10.0,-0.1129871985794555,117.61983538499999,1.9311128271119382,12,1273,-0.11309263654401701,7.313784502633382e-5,-0.1129865243576406,8.556457630588595e-6
23.csv,115965,c479-052,3,0.75,20.0,2.5,0.001,-0.11298763878635645,138.6351149048,4.82249545616373,12,1359,-0.11298107680803968,1.0282133272630586e-5,-0.11298817678410267,5.9521365572246176e-6
23.csv,115965,c479-052,4,2.5,5.0,5.0,0.001,-0.11298163676676984,74.12417689579999,0.7258507325541628,12,1954,-0.11300710572558266,3.4197629761316295e-5,-0.11298480627350121,7.4635410078824525e-6
23.csv,115965,c479-052,1,5.0,10.0,0.25,0.001,-0.11298065421772456,104.519073187,0.452165764847457,13,2311,-0.11311153768518034,7.32996376548926e-5,-0.11298455851755279,8.792310884069191e-6
23.csv,115965,c479-052,2,1.25,20.0,2.5,20.0,-0.11298237726049454,102.63980890379999,1.5996365567730098,13,1708,-0.11298499568467253,4.259561607254672e-5,-0.11298270543733085,7.193451793484911e-6
23.csv,115965,c479-052,3,1.25,20.0,2.5,10.0,-0.11298282906972897,86.9416879926,1.9060144039215636,13,1707,-0.11298058016024334,4.130750667825175e-5,-0.11298312202170538,6.396877891355258e-6
23.csv,115965,c479-052,4,1.25,20.0,2.5,2.5,-0.11298814677661266,142.03655228920002,2.7195262843934485,13,1705,-0.11302960198874959,5.5093292847764765e-5,-0.11298626992460807,7.192599707043426e-6
23.csv,115965,c479-052,1,2.5,2.5,0.25,0.001,-0.11298169443603784,111.48659414599999,0.8366135001849688,14,1870,-0.112997351409482,4.060922043225711e-5,-0.11297606526727054,7.25827475325275e-6
23.csv,115965,c479-052,2,2.5,20.0,0.5,0.001,-0.1129816277195258,121.4928314964,1.4832708238210868,14,2024,-0.11297851319559989,2.7176044649948942e-5,-0.11298445048271599,7.953340610291679e-6
