λsl1,λsl2,λtl1,λtl2,cvlogll,final_pred,final_band
0.6931281266524869,-3.5189164163622295,-0.17609674657368715,0.4956786105981843,-0.37504563050255374,-0.39486671871028856,0.0024588239122617793
-1.0815620755164295,-0.1432008454110285,0.48598808670323645,-1.7713440287822335,-0.36920895504555273,-0.39189603432158865,0.0021524786111359532
-1.017448195424782,-0.08003322510514096,-1.5898918677801919,-2.082467097707716,-0.36167529379935215,-0.3956763114111828,0.0020970108916953507
0.6900027134207396,-3.463825107584525,-1.3191080996099425,-0.8344353385929164,-0.3812136325185522,-0.3885139283807554,0.0029597251854433597
-1.1952516263244861,-3.3546680251860233,-0.2629170650200827,0.48157737810271506,-0.3796202940219636,-0.3981849422906129,0.0025146917080830253
0.4468667423096519,0.15460787234606244,-0.993098610336931,-3.4773802586143594,-0.3693509703511729,-0.38282273693356667,0.002507733464530179
-1.7003129388147307,0.6931934687946315,-0.7256578425809386,-3.3726358165381933,-0.40952286896554196,-0.41401423538907023,0.002906065302781772
-0.09091761193242534,-0.53976115605548,-1.2660727623516266,0.14594676099222245,-0.40297111923075357,-0.40552775827959375,0.002748541259238603
-0.2188104817232044,-1.5701776675731556,-1.3609289554178208,0.3466082314448258,-0.4129757922538083,-0.4125549729494671,0.002849977621106861
0.4023624695118717,0.5291344549020387,-0.658244876539475,-0.794422631849971,-0.3970107636559176,-0.4036997935902531,0.0028720479798686766
-1.3173547416398108,-0.8819084106395971,-1.033920694647096,-2.935370576271504,-0.3909762567806077,-0.3949822167841385,0.0021200630500659364
0.4555830796944753,0.5415099478311305,-1.9574335919787966,-2.6599154643706124,-0.39910847753579637,-0.39429360408620323,0.0029289116768739048
-1.812533022641119,0.5360983345468524,-0.08445634948841166,0.5974871544133515,-0.41236900296093104,-0.413922559737434,0.0029914561059079994
-0.8436442280465875,-0.4732572316977523,-1.7011103504675402,-1.5833959515838454,-0.41274169301244246,-0.40177719019009017,0.0024989701609894124
0.4824738359622791,-3.917934255012125,-1.3993758678955908,-3.7253075997477634,-0.4138635773730934,-0.42058513211768517,0.002997326688074115
-1.5490443410111576,0.7066385994133437,-1.377102656950483,-0.856975760246312,-0.41201705753626533,-0.4126316336578833,0.002494102562119864
0.07543431688088331,-0.7923829619385767,0.171127525383854,-2.674730958633605,-0.41309534022880995,-0.41365776942326676,0.002903691628555898
-1.353450073551756,0.4674741344023303,-1.183696532676861,-0.9299327618403961,-0.4061642396291615,-0.4079319031020391,0.0021961167004360535
-1.6537200734814146,-0.3776349203327536,0.7152831020446282,-1.6397372004360093,-0.4082076209157245,-0.3987803256516212,0.0027466291174925994
0.5702563699811054,-0.8915197720687198,0.5251594479000707,0.36811973411318455,-0.4044124865134859,-0.4063650193192415,0.0029685962876804368
-0.6666297437894837,0.7308710624313006,0.7261910184875733,-0.8593810398714412,-0.40283416584809756,-0.40497653423688423,0.0028917613967690977
-0.08521857570325422,-3.9261884374824483,-1.5551779851370564,0.4813666200323903,-0.40858263849534177,-0.4087352911587607,0.0029392786027319447
-1.5424779869318277,-3.561728251648229,0.6818980235026366,-0.2695296432979947,-0.397975667531034,-0.4140519306709887,0.002707907106420192
-1.218997339139712,-1.2698536605920112,0.5798921761670766,-1.1584689706435012,-0.4057707479611721,-0.40905722370608755,0.0028354260394799448
-0.8083589558648361,0.3181552174865834,0.07727231309799083,-1.9307769296275565,-0.41979283288366204,-0.4054636733644689,0.002048930397811968
-1.2069975414258964,-0.004280343103427959,-0.9618929453148524,-2.2698297591732004,-0.41991456178810777,-0.4011025109243477,0.002039419742416613
0.20765975529584277,0.3381720587258367,-0.8828322623418299,-3.7425810013396186,-0.4032873550425021,-0.3969163857542193,0.0023121420463198938
-0.6486551927137258,0.1297539245150965,-0.08050284145649968,-3.104148643721394,-0.41391938650892673,-0.4160859536542574,0.002605490812954086
-0.31451792969772896,0.0322632154867257,-0.9610757619873798,-3.8302534054676753,-0.4211142761242293,-0.4144888423273451,0.0025189524181546148
-1.122128315473038,0.6419895567228435,-0.40388533482830224,-1.8417631498058795,-0.40736111623720744,-0.4068298258487948,0.0024011239869963993
-1.894321146001144,-1.3691346364398522,-1.8511606873376674,-3.6634593061850995,-0.3694125638474469,-0.37897056651327815,0.0023388711673757528
0.007203240914011911,-3.4655299579716052,0.24359239980537598,0.7439052717452519,-0.42097258189502157,-0.4105868847671183,0.0026736392617974568
-0.6701673515822124,-2.7920789565435618,0.6759488052533293,0.28604821294833815,-0.4031378543423495,-0.40152169105038604,0.00283646034557723
-0.13120184343121208,-1.00274868618187,-1.938403584199209,-3.743836870291248,-0.41185384534847813,-0.4135799101653462,0.002771356204833726
