fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
14.csv,28397,c479-023,1,0.001,0.001,0.001,0.001,-0.11968794905060025,281.31335213380004,0.1,1,1,-Inf,0.0,-0.11966603762615374,9.999504867992075e-6
14.csv,28397,c479-023,2,0.001,0.001,0.001,20.0,-0.1207676547299231,300.1697858742,0.429358304583225,1,7,-Inf,0.0,-0.12073499213653925,9.999498742272928e-6
14.csv,28397,c479-023,3,0.001,0.001,5.0,0.001,-0.11923645601991884,300.1545355334,0.42325014777787884,1,43,-Inf,0.0,-0.11921906467239247,9.999504490364096e-6
14.csv,28397,c479-023,4,0.001,0.001,5.0,20.0,-0.11892779612783408,300.16705201679997,0.45116906546437496,1,49,-Inf,0.0,-0.11891363123675758,9.999365957312905e-6
14.csv,28397,c479-023,1,0.001,20.0,0.001,0.001,-0.11776707783799854,154.85842176659997,0.9332665744989187,2,295,-0.11893507465116042,1.0049383040372859e-5,-0.11776451749996246,9.99934308821771e-6
14.csv,28397,c479-023,2,0.001,20.0,0.001,20.0,-0.1175795521156798,258.0237875776,0.3562165639943023,2,301,-0.11897052049415946,3.174884197184563e-5,-0.1175813668367375,9.98695769921568e-6
14.csv,28397,c479-023,3,0.001,20.0,5.0,0.001,-0.11749901715378779,300.1025937572,1.0799999999999996,2,337,-0.11896878020760994,3.1749202121477626e-5,-0.11750170370095726,9.953767032141647e-6
14.csv,28397,c479-023,4,0.001,20.0,5.0,20.0,-0.11749784581350524,300.1074139434,1.0799999999999996,2,343,-0.11900256631827176,4.2800853255159504e-5,-0.11749807161356526,9.985203087692039e-6
14.csv,28397,c479-023,1,5.0,0.001,0.001,0.001,-0.1176496017879569,300.247938796,0.30695197207384234,3,2059,-0.11751022381427868,1.004938304022371e-5,-0.1176481101943524,9.999472412079746e-6
14.csv,28397,c479-023,2,5.0,0.001,0.001,20.0,-0.11742111631907029,300.1834806616,0.16243173058640348,3,2065,-0.11756124276450275,3.174920212143558e-5,-0.11742620975385948,9.540760582196523e-6
14.csv,28397,c479-023,3,5.0,0.001,5.0,0.001,-0.11796092785592872,300.165008253,0.18188546985839454,3,2101,-0.11761076458604862,4.2801095931821005e-5,-0.1179560915948599,9.999230708184514e-6
14.csv,28397,c479-023,4,5.0,0.001,5.0,20.0,-0.11739184410972421,300.2554441152,0.17683198504844855,3,2107,-0.11750906270558918,1.004938304022371e-5,-0.11739891597931774,7.3640171495106935e-6
14.csv,28397,c479-023,1,5.0,20.0,0.001,0.001,-0.11772551001730389,290.91089577,0.596435781867076,4,2353,-0.11740074546553253,1.004938301574581e-5,-0.11772350665638522,9.995842763762287e-6
14.csv,28397,c479-023,2,5.0,20.0,0.001,20.0,-0.117498472837453,300.217021661,4.931961561220556,4,2359,-0.11742973749498821,1.0049383015745728e-5,-0.11749810621994482,9.979317085808664e-6
14.csv,28397,c479-023,3,5.0,20.0,5.0,0.001,-0.11742361278220183,300.2561899518,0.1,4,2395,-0.11744079995251583,3.1748841964764315e-5,-0.11743625118416659,9.57404112532345e-6
14.csv,28397,c479-023,4,5.0,20.0,5.0,20.0,-0.11738763235902673,71.38651663360001,3.393517116844867,4,2401,-0.11747347120322023,3.174884196476471e-5,-0.11738896420780728,6.923938114507385e-6
14.csv,28397,c479-023,1,5.0,0.001,5.0,20.0,-0.11739329019285703,300.3209809694,0.1900268853163128,5,2107,-0.11739881451099309,1.004938301559658e-5,-0.11739891597931774,7.3640171495106935e-6
14.csv,28397,c479-023,2,5.0,20.0,2.5,20.0,-0.11738783683452261,79.8071621962,3.4066691932749507,5,2394,-0.11742631338570376,3.174884196472182e-5,-0.11738638113969785,6.35258406412408e-6
14.csv,28397,c479-023,3,2.5,20.0,5.0,20.0,-0.11738747886514818,81.72791519180001,2.9386580483872806,5,2058,-0.11742631244258181,3.174884196472182e-5,-0.11739008595610542,6.869535972512193e-6
14.csv,28397,c479-023,4,5.0,0.001,5.0,10.0,-0.11739168510916775,300.2264945796,0.38821041516601323,5,2106,-0.11743116545774102,3.1749202114354215e-5,-0.1173874376004799,6.731443262310035e-6
14.csv,28397,c479-023,1,5.0,0.001,0.001,10.0,-0.11749176547746637,300.2110594202,0.16178799039967232,6,2064,-0.11745086597920568,3.17491961364472e-5,-0.11748598774884923,9.208914636492755e-6
14.csv,28397,c479-023,2,2.5,0.001,5.0,20.0,-0.11739283369492509,300.3210303664,0.18930328191210782,6,1764,-0.11742343293081516,3.1631365231139903e-5,-0.11738935963206797,6.76202875832884e-6
14.csv,28397,c479-023,3,5.0,20.0,2.5,10.0,-0.11738783680750316,80.53451822859999,3.1738271215786638,6,2393,-0.1174165587646402,3.163082969572533e-5,-0.11738447212631804,5.1136359563477545e-6
14.csv,28397,c479-023,4,2.5,0.001,0.001,10.0,-0.11749489227588679,300.23159375679995,0.16178024163645616,6,1721,-0.1174782847214872,4.280084922228125e-5,-0.11749647748178117,9.52963175652413e-6
14.csv,28397,c479-023,1,5.0,20.0,5.0,20.0,-0.11738763235902673,71.6121079606,3.393517116844867,7,2401,-0.11738803897179981,9.262035440512128e-6,-0.11738896420780728,6.923938114507385e-6
14.csv,28397,c479-023,2,5.0,20.0,5.0,10.0,-0.11738763516059818,67.8586724448,3.232545984023146,7,2400,-0.11739096724154378,1.7022834784668936e-5,-0.11738895083143563,6.108335056970087e-6
14.csv,28397,c479-023,3,2.5,20.0,5.0,20.0,-0.11738747886514818,83.11266571219998,2.9386580483872806,7,2058,-0.11738969922258788,9.629665814720888e-6,-0.11739008595610542,6.869535972512193e-6
14.csv,28397,c479-023,4,2.5,20.0,5.0,10.0,-0.11738740253410358,78.796360282,2.9747153140116414,7,2057,-0.11739346076536476,1.923781173687783e-5,-0.11739070519890007,6.2493631422109165e-6
14.csv,28397,c479-023,1,2.5,20.0,2.5,10.0,-0.11738726403285686,83.789599998,2.4292423999742927,8,2050,-0.11739029724413438,1.5233048063398538e-5,-0.11738516842108962,5.1263291731058726e-6
14.csv,28397,c479-023,2,2.5,20.0,5.0,20.0,-0.11738747886514818,79.80788541060001,2.9386580483872806,8,2058,-0.11738847681936586,8.547616165208406e-6,-0.11739008595610542,6.869535972512193e-6
