fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
split_6-8.csv,2496,CNS-S-GD,1,0.75,1.0,0.75,0.01,-0.14287280012889664,228.08161299375,1.2853590042846148,1,1149,-Inf,0.0,-0.14287299369938522,9.789886397587537e-6
split_6-8.csv,2496,CNS-S-GD,1,0.75,2.5,0.01,5.0,-0.1428915734169002,241.0151602015,1.2896393099233505,1,1181,-Inf,0.0,-0.14289393195461408,9.800931690593517e-6
split_6-8.csv,2496,CNS-S-GD,2,0.25,10.0,2.5,20.0,-0.1428705841786932,241.17500304975,3.9871723972398945,1,630,-Inf,0.0,-0.1428705795607696,9.741527027920381e-6
split_6-8.csv,2496,CNS-S-GD,2,2.5,10.0,0.25,0.01,-0.14286401915868996,241.1067317395,1.1429338989971585,1,1968,-Inf,0.0,-0.14286452915747827,9.922816015783908e-6
split_6-8.csv,2496,CNS-S-GD,1,5.0,1.0,1.25,20.0,-0.14286124802163894,236.653274204,0.7913027905883044,2,2191,-0.1428745528869891,9.72804075346744e-5,-0.1428626936675207,9.693552351782067e-6
split_6-8.csv,2496,CNS-S-GD,1,5.0,0.5,0.01,0.01,-0.14295344643908103,241.093666338,0.5,2,2108,-0.14287360549143047,9.89466672273344e-5,-0.14295318296835738,9.982404132508166e-6
split_6-8.csv,2496,CNS-S-GD,2,0.01,1.0,2.5,1.0,-0.14321263053262853,241.26901432674998,1.933573707796006,2,136,-0.1428744739827371,9.963099608843489e-5,-0.14321370132305358,9.975002190541246e-6
split_6-8.csv,2496,CNS-S-GD,2,0.25,5.0,1.25,0.5,-0.14289481818285651,240.9454443825,1.7918403954951407,2,569,-0.14287384618490295,9.607985663214606e-5,-0.14289467011725485,9.779877592959394e-6
split_6-8.csv,2496,CNS-S-GD,1,2.5,20.0,2.5,0.5,-0.1428593300262972,241.35798297050002,1.1629818630009643,3,2046,-0.14287494945828205,8.756219427933872e-5,-0.14285976093000244,9.814866490139124e-6
split_6-8.csv,2496,CNS-S-GD,1,5.0,0.5,0.25,10.0,-0.14286291268008908,226.221579918,1.6385464601345698,3,2120,-0.14287927853929752,6.975324474847764e-5,-0.14286366305570602,9.476118077634293e-6
split_6-8.csv,2496,CNS-S-GD,2,2.5,0.5,0.25,5.0,-0.14286450909667744,241.1699350265,1.5001196223833297,3,1776,-0.14287939212704148,7.834675876229445e-5,-0.14286373449206582,9.391734404490994e-6
split_6-8.csv,2496,CNS-S-GD,2,5.0,0.01,5.0,0.5,-0.14286237707590682,174.78902921825,0.5,3,2102,-0.14292610456760524,9.996126740355622e-5,-0.14286316642608027,9.926810452052047e-6
split_6-8.csv,2496,CNS-S-GD,1,0.25,0.5,0.01,1.0,-0.14316859148681826,240.84177217625,1.3363415749922716,4,395,-0.14290336616489388,8.426448528708063e-5,-0.14316586160650213,9.953226737362082e-6
split_6-8.csv,2496,CNS-S-GD,1,0.5,20.0,0.01,5.0,-0.1428841911219175,241.09918100975003,3.838571161858835,4,985,-0.1428962810285872,7.663728209192502e-5,-0.14288396271911424,9.904350101938389e-6
split_6-8.csv,2496,CNS-S-GD,2,1.25,0.5,5.0,0.5,-0.14286266282676532,197.47892820625,3.0908065050696445,4,1465,-0.14288646685529538,8.729642732538589e-5,-0.14286307439258267,9.743443754190848e-6
split_6-8.csv,2496,CNS-S-GD,2,1.25,0.01,0.25,1.0,-0.14287010972729705,241.09746637875,2.385110225385271,4,1382,-0.14289131661179053,9.319301413408994e-5,-0.14290105879625092,9.086161017292562e-6
split_6-8.csv,2496,CNS-S-GD,1,0.01,0.01,0.25,1.0,-0.1476947932656321,241.01040008475,0.3347941844785108,5,10,-0.14294196069671625,9.921938735802794e-5,-0.14764544904239413,9.99698301006761e-6
split_6-8.csv,2496,CNS-S-GD,1,2.5,0.5,5.0,0.01,-0.14286224725277577,155.43657173649999,0.5,5,1807,-0.1428868450386941,7.997650475117314e-5,-0.14286223458675087,9.868314280503082e-6
split_6-8.csv,2496,CNS-S-GD,2,0.25,20.0,0.25,0.01,-0.1428811509722988,241.110024813,4.413879967172063,5,645,-0.14288293765137472,8.194107851795031e-5,-0.14288184726794076,9.926321687207152e-6
split_6-8.csv,2496,CNS-S-GD,2,0.5,0.01,0.25,20.0,-0.14288467435765623,241.05250588775,3.037476068279061,5,700,-0.142900940652689,9.218555684099532e-5,-0.14289798733223236,9.587525153945334e-6
split_6-8.csv,2496,CNS-S-GD,1,2.5,0.01,0.25,5.0,-0.14284414351273855,241.31190886299999,2.1747436679196097,6,1727,-0.1426150050650393,5.467431687789793e-5,-0.14284328257623966,8.194538458089873e-6
split_6-8.csv,2496,CNS-S-GD,1,2.5,0.01,0.5,10.0,-0.14286320316352044,241.0170402405,1.6559177795754805,6,1735,-0.14263459707143766,6.357143270316294e-5,-0.14286253436276378,9.215961926350132e-6
split_6-8.csv,2496,CNS-S-GD,2,5.0,0.01,0.5,2.5,-0.14286374990248552,241.27722736725,1.5156882793467201,6,2076,-0.1426360697203635,6.329230049708788e-5,-0.14286788882031617,8.84182686833668e-6
split_6-8.csv,2496,CNS-S-GD,2,5.0,0.01,0.25,5.0,-0.14288382744168623,241.109930465,3.0364582019801483,6,2070,-0.14263752403153446,7.075354130739225e-5,-0.14288965911154053,8.775014533128844e-6
split_6-8.csv,2496,CNS-S-GD,1,5.0,0.01,0.25,0.5,-0.1428452504640635,241.01816685174998,2.3206943353405363,7,2067,-0.14273499181419974,4.6583254604859064e-5,-0.1428570751239345,8.782284805566975e-6
split_6-8.csv,2496,CNS-S-GD,1,5.0,0.5,5.0,0.5,-0.1428619357342162,154.25640120775,0.5,7,2151,-0.14287385441797715,5.381609271559482e-5,-0.142862417173158,9.713633083893997e-6
split_6-8.csv,2496,CNS-S-GD,2,5.0,10.0,5.0,0.01,-0.142861614892666,219.60426292975,1.3315241858194211,7,2346,-0.14294067669351923,8.458555888158816e-5,-0.1428624780840426,9.90104608734615e-6
split_6-8.csv,2496,CNS-S-GD,2,5.0,0.01,0.5,0.5,-0.14286277504214356,238.887166246,1.434420864353069,7,2074,-0.14274247959293243,4.092288089863578e-5,-0.14285859900283157,8.819961872450292e-6
split_6-8.csv,2496,CNS-S-GD,1,5.0,0.01,5.0,0.01,-0.14286243669332077,173.31609155249998,0.5,8,2101,-0.14302144740179853,9.38887471554926e-5,-0.1428631695128246,9.98121653062062e-6
split_6-8.csv,2496,CNS-S-GD,1,2.5,2.5,1.25,0.5,-0.14286383438352346,186.289513951,1.4478229314346356,8,1892,-0.1428458955434401,5.1890536384223455e-5,-0.14286308953685609,9.27469131415656e-6
