fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,cv_logll_std,time,alpha,gen,prev_pred,prev_sd,prim_norm,dual_norm,steps,final_pred,final_sd
31.csv,191341,c460-102,"1, 2, 3, 4, 5",0.44205341839019363,0.0018653220348761226,0.02474277231047315,0.00035101131221058635,-0.6051248275389675,0.004830940244189815,1202.0877519038,0.19955217485306945,1,-Inf,0.0,0.05699914590430475,0.099870150073671,1328.4,-0.6008697218790582,0.015593929127551488
31.csv,191341,c460-102,"6, 7, 8, 9, 10",0.05460848623697952,0.00011455659075648402,4.099362233786546,3.149168662583691,-0.593343686111899,0.005762361839778018,1202.2104661652,0.3605892274435763,1,-Inf,0.0,0.05852345506425645,0.15845236466628396,1329.6,-0.49360720359830473,0.06073325599971877
31.csv,191341,c460-102,"11, 12, 13, 14, 15",0.013644216288928052,0.00030441624573703544,0.084175936932721,4.08660464078651,-0.6005963007249118,0.008678015995265059,1202.2603247056,0.1362968204720097,1,-Inf,0.0,0.1848265085347654,0.09283327393717176,1336.6,-0.5003039167935073,0.05999018925447662
31.csv,191341,c460-102,"16, 17, 18, 19, 20",2.7844580450962213,4.76449196517513,0.20070556139437368,0.0004899956096540663,-0.5938600026318044,0.0016055435040366133,1202.1961480768,0.3888707354783666,1,-Inf,0.0,0.036087254251632804,0.154412165670389,1392.8,-0.49335480465696163,0.060765235532881094
31.csv,191341,c460-102,"21, 22, 23, 24, 25",0.024217158908186907,0.0180275209828883,0.12165205359351866,0.03866423726787657,-0.549540984550316,0.009410631407819463,1202.2806059292,0.052548324503564926,1,-Inf,0.0,0.15903710222793638,0.052283141079767094,1331.6,-0.6089121488064448,0.014711133229815786
31.csv,191341,c460-102,"26, 27, 28, 29, 30",0.5358505070963085,0.01241481865112281,0.9723876996836414,0.007019054737770486,-0.6151084200397918,0.00258382883394712,1202.164704925,0.19955217485306945,1,-Inf,0.0,0.0191563609426779,0.03548413222364979,1380.8,-0.5868954608198986,0.029670368109898537
31.csv,191341,c460-102,"1, 2, 3, 4, 5",0.044648504279718816,0.401831666065637,0.016200172005777176,0.0036865210824151367,-0.6118601385774909,0.0026443987842983585,1201.746919366,0.1239062004290997,2,-0.5647682449518844,0.016726052785764,0.08183894971806,0.038062282361904266,1452.6,-0.6118844778484305,0.010259982663878571
31.csv,191341,c460-102,"6, 7, 8, 9, 10",0.03386637647068299,0.10348141201975952,0.03559587470379322,0.42179419984351174,-0.610826536344909,0.006060798569349487,1201.8051579981998,0.102401818536446,2,-0.5533772252428428,0.014688447375696826,0.07726737135614926,0.0222134373995918,1442.8,-0.6047483218050179,0.015233245156819146
31.csv,191341,c460-102,"11, 12, 13, 14, 15",0.01094131437206199,0.06389049372455605,0.8910092669291402,1.2038080954656092,-0.5942932020104493,0.006916230244309742,1201.6831494926003,0.2195073923383764,2,-0.5645271471892378,0.017429390094856192,0.10946292561834473,0.1301111541489482,1361.2,-0.5749609073626102,0.0336039896325713
31.csv,191341,c460-102,"16, 17, 18, 19, 20",0.010255651006073329,0.08415140037673473,0.1843180326172217,0.022376948217701077,-0.5958921583526672,0.004883360974604012,1201.7929682842,0.09309256230586001,2,-0.5479195709494228,0.009606377477634091,0.09805919956847065,0.031641037897691585,1467.4,-0.6095583972319407,0.013940077061915778
31.csv,191341,c460-102,"21, 22, 23, 24, 25",0.01856732492546201,1.3642037562132696,1.780550497123906,0.09356343623536603,-0.6086029031510802,0.0017335740277204536,1202.0331981178,0.29216433920237905,2,-0.5710948416245581,0.019589978447087687,0.05574760675192162,0.07259792403590518,1457.0,-0.5628048226629956,0.043732354254744595
31.csv,191341,c460-102,"26, 27, 28, 29, 30",0.09504169116272584,5.411750232107367,0.052456973788023664,0.007996148425418206,-0.6180551424810103,0.002274632248947865,1201.8119180836,0.17151591888197704,2,-0.5751212969064247,0.01781799924128532,0.0711015517384556,0.018045679049477334,1486.2,-0.4945509531436793,0.060734807265757036
31.csv,191341,c460-102,"1, 2, 3, 4, 5",0.010750225343236296,0.0006178257512388817,0.11306961920149353,0.012320855664012795,-0.48729092208625246,0.015251719826024048,1201.332499876,0.03125,3,-0.538360553173916,0.010792085461350031,0.4659476507508897,0.07485706382455064,1469.6,-0.6091678519578704,0.014853622016482805
31.csv,191341,c460-102,"6, 7, 8, 9, 10",0.019423121061378692,0.0077511395624115485,0.022893159749416397,0.02445319612331548,-0.5413992698947891,0.008654260427387246,1201.3957636467999,0.03125,3,-0.5472404946799655,0.00626518032401681,0.20008363727820372,0.03623713660913231,1437.6,-0.609356566834345,0.0144590591814954
31.csv,191341,c460-102,"11, 12, 13, 14, 15",0.014319606422805062,0.0006917507461411674,0.013528705161301571,0.0389798239955774,-0.5292250344151528,0.006750899965052024,1201.5911095948002,0.03125,3,-0.5408295872769215,0.0109974478465056,0.6660093341708269,0.04329376708962711,1451.4,-0.6092702557233636,0.014594066073517795
31.csv,191341,c460-102,"16, 17, 18, 19, 20",0.013222901897302883,0.000621671288302625,0.3363657452221177,0.03758643759749572,-0.5433425876138385,0.015638532804833908,1201.3474369554,0.07693600190566942,3,-0.5405951488971911,0.010038125437081588,0.06008149680467073,0.019356698274149365,1462.0,-0.6070760597545353,0.01654893100255809
31.csv,191341,c460-102,"21, 22, 23, 24, 25",0.017818884518796405,0.005112914309684765,0.11678759277498624,0.1696768063930874,-0.5770001476381831,0.010414343199974588,1201.6266225178001,0.05780315695392142,3,-0.5490985784734176,0.0047136182015589745,0.13161167037314642,0.03835936137817038,1411.0,-0.6076703018592123,0.015453975276349034
31.csv,191341,c460-102,"26, 27, 28, 29, 30",0.017003072640342166,0.0008538887531129922,0.18696830339749443,0.07388581878556735,-0.5486063743876028,0.010122992642957438,1201.6340011533998,0.04690263674698356,3,-0.5384998114288302,0.008239149717463713,0.0918327649913776,0.0265823453750987,1486.0,-0.6081466781725251,0.015473609852461673
31.csv,191341,c460-102,"1, 2, 3, 4, 5",0.01234782414820583,0.00034812721602757197,0.18400583010429034,0.0005241175798722955,-0.45838076112923326,0.019596190916731957,1201.4419747398001,0.03125,4,-0.49851537859399836,0.018694277847093994,0.18239000470669536,0.017570300980938952,1404.0,-0.6087824612649074,0.015203393362043332
31.csv,191341,c460-102,"6, 7, 8, 9, 10",0.022415537611158512,0.0024737261563904356,0.018607914965085848,0.0004727327823260356,-0.4683068318038984,0.013013523506209913,1201.6638133278,0.03125,4,-0.5288051923205255,0.01655071428125469,0.10450443290961745,0.02021176870240738,1460.8,-0.6094370210421584,0.01444225660994461
31.csv,191341,c460-102,"11, 12, 13, 14, 15",0.01064389396123859,0.005660174185311066,0.021769878165629215,0.014084911784295743,-0.5278301760825366,0.022856621006712582,1202.060121953,0.03125,4,-0.5230501903751493,0.006550294006955619,0.2531218110522858,0.04328029521894571,1469.0,-0.6095560745829905,0.014458823403568279
31.csv,191341,c460-102,"16, 17, 18, 19, 20",0.01981092606379789,0.00023514045460329772,0.8385349057567719,0.002180196396954809,-0.6061723821845212,0.008472954730497554,1201.8609080536,0.16491915277113176,4,-0.5190589979981183,0.017063539304843823,0.07609459225094539,0.050344720813079946,1419.2,-0.5978760561265175,0.02410951894269628
31.csv,191341,c460-102,"21, 22, 23, 24, 25",0.01393728175448438,0.00044189140336286804,0.13441465018406848,0.0009049863025426116,-0.4491773307306543,0.01775347379069271,1202.1075830328,0.03125,4,-0.49335470333558784,0.015247857259033014,0.9487720319557136,0.030589749571602497,1457.6,-0.6090801911762833,0.014921930867269083
31.csv,191341,c460-102,"26, 27, 28, 29, 30",0.02047140836074491,0.0002600802964336055,0.012969717559706814,0.00043884437412688017,-0.4446334991207837,0.014764868998817798,1201.9548252664001,0.03125,4,-0.516114311051103,0.020173699458871795,0.14310123246594908,0.01795700522558031,1468.4,-0.6094567204155907,0.014461567077130023
31.csv,191341,c460-102,"1, 2, 3, 4, 5",2.7998870204749413,1.011959996970192,0.025695846054359713,3.9093220662408297,-0.5580016405602303,0.007120602992645649,1201.5770797538,0.49876560532455316,5,-0.5696589808849902,0.04917689806957432,0.047247446185815486,0.3672117841538259,1414.0,-0.4930006119038504,0.06065596125085981
31.csv,191341,c460-102,"6, 7, 8, 9, 10",0.035178776615157135,0.0005662843640175386,0.026104329814951567,0.00037070960143352775,-0.4416800530513008,0.013411904720538303,1201.8349944204,0.03125,5,-0.46700323733431703,0.007193566787164763,0.08643594434155757,0.008565738129116967,1467.6,-0.6091905567519262,0.014480655274152406
31.csv,191341,c460-102,"11, 12, 13, 14, 15",0.024180610588768033,0.0017171603495695594,0.02193220069952582,0.0023295494686735594,-0.4671498011162445,0.00684117126261939,1202.1048152264,0.03125,5,-0.478011551464937,0.008360852663531369,0.1828992180268223,0.019715960281661025,1518.2,-0.6093791964178635,0.01446691388159283
31.csv,191341,c460-102,"16, 17, 18, 19, 20",0.02439565075607042,0.003792216075907494,0.07728985500202909,0.0032149684779188945,-0.48319344239282663,0.008937064422236532,1201.8982450256,0.03125,5,-0.49799868829142785,0.009484220563837744,0.09973267230430591,0.01693267251261077,1515.0,-0.6092182805762664,0.014620528045476514
31.csv,191341,c460-102,"21, 22, 23, 24, 25",0.02577422015964718,0.00023697767389832552,0.0345511568736165,0.00031417328205910063,-0.43780627393333793,0.012190822045243353,1202.2555797048,0.03125,5,-0.4531297641357056,0.00906862385163451,0.10208062028035525,0.006532474022950857,1511.4,-0.6093194158139986,0.014516864610827188
31.csv,191341,c460-102,"26, 27, 28, 29, 30",0.012283111266325626,0.003024362215224922,0.04593292654543836,0.00017648470967347252,-0.47640491666705753,0.014111808932247212,1201.9319884938,0.03125,5,-0.44529340737434076,0.01525792189331001,0.1351950247906189,0.024963667760029874,1467.6,-0.6095341005352531,0.014520067112851223
