fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
29.csv,33035,c479-062,1,0.001,0.001,0.001,0.001,-0.09274394735282307,215.3538156984,0.39946625351362697,1,1,-Inf,0.0,-0.09272362912627731,9.999504937431121e-6
29.csv,33035,c479-062,2,0.001,0.001,0.001,20.0,-0.09486240003248594,300.1374124002,0.1,1,7,-Inf,0.0,-0.09482090083982675,9.999504892395276e-6
29.csv,33035,c479-062,3,0.001,0.001,5.0,0.001,-0.09285450486385562,300.14698819219996,0.4176541849750034,1,43,-Inf,0.0,-0.0928330831557594,9.999504886946863e-6
29.csv,33035,c479-062,4,0.001,0.001,5.0,20.0,-0.0927435847608832,300.1394316394,0.4645083476146571,1,49,-Inf,0.0,-0.09272333213439662,9.999501410521226e-6
29.csv,33035,c479-062,1,0.001,20.0,0.001,0.001,-0.09182808828488398,300.1161802272,0.1,2,295,-0.09274951614714975,1.0049383040372778e-5,-0.09181691958309349,9.999504929347925e-6
29.csv,33035,c479-062,2,0.001,20.0,0.001,20.0,-0.0914897854980984,288.2441608458,0.5365993911742266,2,301,-0.09274917014289255,1.0049383040372859e-5,-0.09148216803851096,9.999388775716263e-6
29.csv,33035,c479-062,3,0.001,20.0,5.0,0.001,-0.09137696614693745,300.162837962,2.1453573360977005,2,337,-0.09277499295690808,3.1749202121477626e-5,-0.09137038941365111,9.999497511603731e-6
29.csv,33035,c479-062,4,0.001,20.0,5.0,20.0,-0.09068466422459592,300.1000618652,5.0,2,343,-0.09280191391263627,4.2800853255159504e-5,-0.09065269519675707,7.862289109014471e-6
29.csv,33035,c479-062,1,5.0,0.001,0.001,0.001,-0.09182040577601208,300.1582670034,0.1,3,2059,-0.09070103977545697,1.004938304022371e-5,-0.09180931856621669,9.999504935593448e-6
29.csv,33035,c479-062,2,5.0,0.001,0.001,20.0,-0.09148503779219624,300.1103031706,1.2038115179035673,3,2065,-0.09077697989499944,3.174920212143555e-5,-0.09147737554538077,9.999501814883889e-6
