fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,cv_logll_std,time,alpha,gen,prev_pred,prev_sd,prim_norm,dual_norm,steps,final_pred,final_sd
05.csv,111623,c460-002,"1, 2, 3, 4, 5",1.8145397931275222,0.00047057787088490175,3.062513543187981,1.3585348925322887,-0.2998995924759543,0.025937478781004334,1201.6926267314,0.04525235878736746,1,-Inf,0.0,0.021272463945733847,0.019847514710765488,1314.0,-0.2671221743732227,0.015413854785427865
05.csv,111623,c460-002,"6, 7, 8, 9, 10",0.05545054029891995,0.014370767146278529,0.08883407290798084,0.03082691825026703,-0.27302106278769445,0.0243880063213415,1201.6986464886,0.03245391757362404,1,-Inf,0.0,0.3510000412384189,0.04038454837688369,1326.6,-0.3005582945442922,0.00655240473753539
05.csv,111623,c460-002,"11, 12, 13, 14, 15",0.033450136313552065,0.0004956585592920454,0.24636465029369667,0.0018639261947102565,-0.2834308666579087,0.02609518540344593,1201.6796510088,0.046402789706686556,1,-Inf,0.0,0.24478488807387402,0.04882736060041072,1247.8,-0.3000310648401269,0.006533822434181639
05.csv,111623,c460-002,"16, 17, 18, 19, 20",0.02648933969622081,0.955573500761692,0.05649779695469378,0.8929965016198089,-0.3016204568066125,0.02021065239843951,1201.8084770680002,0.0386927915029733,1,-Inf,0.0,0.12440599085118417,0.02153001102049432,1279.0,-0.2974355015638227,0.011187806691252132
05.csv,111623,c460-002,"21, 22, 23, 24, 25",0.05370272639760641,0.007035285738969767,0.03598966894038295,0.015115745792261319,-0.27220943760934435,0.025465766919049126,1201.6615707574,0.033685673471663624,1,-Inf,0.0,0.28877171866770646,0.046944529430791554,1317.4,-0.30076882377191194,0.006487446016731311
05.csv,111623,c460-002,"26, 27, 28, 29, 30",0.016090484592869374,1.4746767517375783,0.11995861203591308,0.35755133519983623,-0.30285399893300713,0.02670564201099055,1201.8808753226,0.04276659088745947,1,-Inf,0.0,0.038342902148177996,0.0219483750604934,1259.8,-0.29457980865651867,0.01170249859079352
05.csv,111623,c460-002,"1, 2, 3, 4, 5",0.2030541013493555,1.2368455741433138,0.11584338589942526,0.0023257980697176683,-0.2790223344079452,0.023275093708457654,1201.3361427808,0.03125,2,-0.2856257666229197,0.012156794011964813,0.033242998123463076,0.012058314271431747,1574.2,-0.29529903341222435,0.010355013890451115
05.csv,111623,c460-002,"6, 7, 8, 9, 10",0.01287590402963317,0.0004191910408390475,0.01295502821441126,0.0021993639001354633,-0.2844862907962665,0.02712078907909741,1201.5939500456,0.03125,2,-0.28166427577654324,0.00800351842348306,0.01276803882377934,0.03621859668877966,1499.8,-0.3012566163982086,0.006516760181075214
05.csv,111623,c460-002,"11, 12, 13, 14, 15",0.049997300507941995,0.00034635909014465934,0.05393126005403666,0.05758271682861285,-0.2532643453096425,0.025354254147999022,1201.5142359314,0.03125,2,-0.2800422295464846,0.008755425459730244,1.020857356287333,0.029312971510400583,1454.4,-0.30078654313931036,0.006614866828467099
05.csv,111623,c460-002,"16, 17, 18, 19, 20",0.10023867733948519,0.004772756629597052,0.01130369469631097,0.024062993737725837,-0.2547855308076572,0.024772844456229855,1201.4700395748,0.03125,2,-0.27303755736784435,0.004827501921870909,0.27118051704046325,0.015375077149187325,1500.4,-0.3003852044659331,0.006414406671620572
05.csv,111623,c460-002,"21, 22, 23, 24, 25",1.6708217239046788,0.02223867152028985,0.26256756138230836,0.04024542510083997,-0.28283438854843773,0.02208395956248745,1201.2062582146002,0.03328094267880124,2,-0.2809741588311232,0.009847819824654448,0.026228765660618342,0.01330863408719885,1532.6,-0.28124638128918045,0.008616665976004531
05.csv,111623,c460-002,"26, 27, 28, 29, 30",0.5855432031502237,0.001061040641863978,0.624790400513911,0.006837568315037849,-0.2827866071878596,0.02262369125962925,1201.3992707277998,0.03125,2,-0.28355716004713716,0.008651791105812696,0.11728516695483486,0.013606446556144156,1517.6,-0.2913305243845664,0.00513784231230756
05.csv,111623,c460-002,"1, 2, 3, 4, 5",0.5763917934999349,0.0007591276988463526,0.015040832350453132,0.11287019475103646,-0.2798794428633742,0.02369135073266871,1201.3623203204,0.03125,3,-0.24886195102428255,0.006997374790648664,0.09293473804838771,0.012353006919280414,1567.0,-0.2950074028229838,0.0060274918053366345
05.csv,111623,c460-002,"6, 7, 8, 9, 10",0.9916055052526105,0.006665960671916131,0.011145675766037378,0.5063890966299209,-0.2809167085577534,0.024754106719373087,1201.6737900934,0.03125,3,-0.25828340619020673,0.009346092301683331,0.035533525275376864,0.01268791190572946,1548.8,-0.2902840468418706,0.007995794985864804
05.csv,111623,c460-002,"11, 12, 13, 14, 15",0.021654253967396644,0.00048172084057391287,0.01888195303920818,0.07368680083690575,-0.25546285497053595,0.029454202305823216,1201.6776152730001,0.03125,3,-0.2524391325987206,0.00429761845681752,0.7606952766084507,0.025301825835449897,1576.6,-0.301242887579998,0.006707988702087448
05.csv,111623,c460-002,"16, 17, 18, 19, 20",0.039392513734627196,0.0019354009537842938,0.020618620560422435,2.454418865540886,-0.2710925017359742,0.02528922544812282,1201.7157085534,0.03125,3,-0.25826597409379815,0.010863062207524896,0.14381566786635216,0.012464081641450185,1627.8,-0.2813476346969815,0.014655544973130902
05.csv,111623,c460-002,"21, 22, 23, 24, 25",0.021193085151186435,0.00011828101230502038,0.02815628163479047,1.7267121147766433,-0.2723751445634147,0.024737638793766645,1201.5090898268,0.03125,3,-0.2546471492773463,0.010562739289526064,0.5366581861578104,0.020155823174285964,1551.2,-0.29033339163856037,0.012973829760874106
05.csv,111623,c460-002,"26, 27, 28, 29, 30",0.02780562584836795,0.0007686395336765144,0.016495214067927425,0.8308868689550627,-0.26923765431254376,0.01969178792831071,1201.4304396828,0.03125,3,-0.250218958728616,0.008886615073692022,0.631626324683929,0.019304836584004233,1558.0,-0.2991376364531188,0.009612377559244838
05.csv,111623,c460-002,"1, 2, 3, 4, 5",0.01863189571133526,0.00045195649117994236,0.1746136545547531,0.13722298796677307,-0.2550802585347359,0.025194392869849383,1201.6161470562,0.03125,4,-0.25670561557332217,0.004334329589997602,0.7200053275198901,0.019348053456960865,1505.0,-0.3006121284719252,0.006988745498114674
