fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
20.csv,115962,c479-052,1,0.001,0.001,0.001,0.001,0.0,300.1554712498,0.1,1,1,-Inf,0.0,0.0,9.998965179825489e-6
20.csv,115962,c479-052,2,0.001,0.001,0.001,20.0,0.0,300.1686605356,0.1,1,7,-Inf,0.0,0.0,9.937009922269373e-6
20.csv,115962,c479-052,3,0.001,0.001,5.0,0.001,0.0,300.2022472928,0.1,1,43,-Inf,0.0,0.0,9.813083774752801e-6
20.csv,115962,c479-052,4,0.001,0.001,5.0,20.0,0.0,300.2069659596,0.1,1,49,-Inf,0.0,0.0,9.720632271638547e-6
20.csv,115962,c479-052,1,0.001,20.0,0.001,0.001,0.0,300.136036307,0.1,2,295,0.0,9.999774578219357e-5,0.0,9.93746957064457e-6
20.csv,115962,c479-052,2,0.001,20.0,0.001,20.0,0.0,300.13453800359997,0.1,2,301,0.0,0.00010000499986873874,0.0,9.888185248755711e-6
20.csv,115962,c479-052,3,0.001,20.0,5.0,0.001,0.0,300.12692674600004,0.1,2,337,0.0,0.000100004999234813,0.0,9.906375483542169e-6
20.csv,115962,c479-052,4,0.001,20.0,5.0,20.0,0.0,300.0939996166,0.1,2,343,0.0,0.00010000499987498648,0.0,9.857599334925888e-6
20.csv,115962,c479-052,1,5.0,0.001,0.001,0.001,0.0,300.3020829362,0.1,3,2059,0.0,0.00010000498302076762,0.0,9.989293569469678e-6
20.csv,115962,c479-052,2,5.0,0.001,0.001,20.0,0.0,300.23723451440003,0.1,3,2065,0.0,0.00010000497288463845,0.0,9.728882941889843e-6
20.csv,115962,c479-052,3,5.0,0.001,5.0,0.001,0.0,300.2507010124,0.1,3,2101,0.0,9.129154356963757e-5,0.0,9.784105652471924e-6
20.csv,115962,c479-052,4,5.0,0.001,5.0,20.0,0.0,300.21972908300006,0.1,3,2107,0.0,0.00010000375889250427,0.0,9.765177138599696e-6
20.csv,115962,c479-052,1,5.0,20.0,0.001,0.001,0.0,300.35492881839997,0.1,4,2353,0.0,9.667207606105962e-5,0.0,9.782136164946721e-6
