fn,pid,host,thread,λsl1,λsl2,λtl1,λtl2,cv_logll,time,alpha,gen,paramid,prev_pred,prev_sd,final_pred,final_sd
split_0-2.csv,8452,CNS-S-GD,1,0.01,0.5,0.25,2.5,-0.11265400328775434,241.37871252924998,0.32785721941257556,1,60,-Inf,0.0,-0.11264466030073,9.995385749189825e-6
split_0-2.csv,8452,CNS-S-GD,1,2.5,10.0,1.25,20.0,-0.1115984201570564,223.6283002845,3.2604092338256825,1,1995,-Inf,0.0,-0.11159857478597032,9.908996471622006e-6
split_0-2.csv,8452,CNS-S-GD,2,0.5,0.5,0.5,10.0,-0.11154044451393634,241.09260312600003,0.5,1,755,-Inf,0.0,-0.11155418211039189,9.097035828919382e-6
split_0-2.csv,8452,CNS-S-GD,2,0.75,0.5,0.5,1.0,-0.1115700548251143,240.97653939650002,0.5,1,1095,-Inf,0.0,-0.1115708794279338,9.426071079470578e-6
split_0-2.csv,8452,CNS-S-GD,1,2.5,0.5,0.25,5.0,-0.11148297923581559,241.08673622875,0.5,2,1776,-0.11151114800829257,6.472456263247456e-5,-0.11148550966635797,9.30600709815138e-6
split_0-2.csv,8452,CNS-S-GD,1,0.75,0.5,0.5,5.0,-0.11157094486433547,241.0767700225,0.5,2,1097,-0.11149816574370934,2.179073765733058e-5,-0.1115552228720505,8.105746664854085e-6
split_0-2.csv,8452,CNS-S-GD,2,1.25,1.0,0.5,20.0,-0.11158023410464717,241.0426093905,1.7056811881281646,2,1491,-0.11149788330588187,4.5137365616493005e-5,-0.11157518293632786,9.676058556228612e-6
split_0-2.csv,8452,CNS-S-GD,2,1.25,0.5,0.25,2.5,-0.11147244384162924,241.080746138,0.5,2,1432,-0.1115162282267686,4.418333619820277e-5,-0.11147840071707768,8.383289422093882e-6
split_0-2.csv,8452,CNS-S-GD,1,5.0,0.5,0.25,0.5,-0.1114658806635842,241.06044399825,0.5,3,2116,-0.11148041515385043,6.325541100776905e-5,-0.1114647690415768,9.208122659998236e-6
split_0-2.csv,8452,CNS-S-GD,1,5.0,20.0,0.01,20.0,-0.11145595426446363,240.97771198,4.284439740583457,3,2359,-0.11166494603824557,9.930109471235648e-5,-0.11145616766110039,9.395717127768488e-6
split_0-2.csv,8452,CNS-S-GD,2,5.0,0.5,0.01,2.5,-0.11150755644668017,240.86974493425,0.5,3,2111,-0.11155537603720404,9.009472320624097e-5,-0.11151032971218199,9.808760555667392e-6
split_0-2.csv,8452,CNS-S-GD,2,2.5,0.5,5.0,0.01,-0.11159782532251886,181.179984838,0.5,3,1807,-0.11167227987003865,9.946786079520668e-5,-0.11159758107739755,9.966065107466148e-6
split_0-2.csv,8452,CNS-S-GD,1,0.75,0.01,5.0,0.5,-0.11159894515407762,216.85914413575,0.5,4,1073,-0.11162491287896155,9.884769096423285e-5,-0.1115990025068924,9.997737489237381e-6
